"orig.ident"	"nCount_RNA"	"nFeature_RNA"	"phenoid"	"RNA_snn_res.2"	"seurat_clusters"	"ident"	"sizeFactor"	"TSNE_1"	"TSNE_2"
"cell_279"	1	9363	1862	3	10	18	18	0.559879697016681	-2.12210327310594	-3.51714282223847
"cell_280"	1	3594	984	3	24	4	4	0.213111722887769	4.3591591218568	-3.82131541114045
"cell_281"	1	18580	2690	3	31	9	9	1.19233334908388	-2.01644037226658	-0.377036244201325
"cell_282"	1	12019	2075	3	24	4	4	0.74152730966434	-1.74252360697545	1.21408272509194
"cell_283"	1	15090	2402	3	29	7	7	0.91297558545483	2.93104369793268	-3.09996001814494
"cell_284"	1	24739	3024	3	10	18	18	1.58747363793307	-0.829557666934421	0.224087285946931
"cell_285"	1	10357	1896	3	7	15	15	0.624519232380182	-4.0384643985016	-2.36164310117307
"cell_286"	1	7026	1518	3	7	15	15	0.436215030769573	-4.23499904331028	-3.00692906235236
"cell_287"	1	22230	2791	3	32	10	10	1.37036796620244	1.02246222917252	-0.477958586999693
"cell_288"	1	20673	2749	4	19	26	26	1.25301499318401	2.20144218848958	0.477331553647561
"cell_289"	1	9550	1921	4	3	11	11	0.600966803436804	3.86848379137264	-3.10034383653754
"cell_290"	1	20212	2697	4	30	8	8	1.23689822605877	2.61647427146038	0.865963705837925
"cell_291"	1	11177	1984	4	25	31	31	0.680617020646358	-1.34994033107763	4.1229256022183
"cell_292"	1	30334	3144	4	13	3	3	1.84192063438833	1.702812008131	1.01443693706389
"cell_293"	1	21871	2906	4	1	1	1	1.38436456302839	3.33877631043617	0.846228989955794
"cell_294"	1	19353	2632	4	32	10	10	1.1699696568387	0.810547228172078	-2.10370638862841
"cell_295"	1	9211	1844	4	24	4	4	0.574811463751424	4.37526760500951	-1.18141274549423
"cell_296"	1	19783	2671	4	26	32	32	1.19719621798811	-1.27198379614339	0.441925364031724
"cell_297"	1	11833	2104	4	2	2	2	0.770301331640019	1.40155852142251	0.961783096205152
"cell_298"	1	22359	2766	4	19	26	26	1.34020352336854	2.52931799226969	-0.425082081287862
"cell_299"	1	16534	2432	4	11	19	19	0.947044211290778	-5.26590725779532	-0.184909601417741
"cell_300"	1	8578	1684	4	30	8	8	0.533187958358969	-1.57376353440069	4.37049942973387
"cell_301"	1	7589	1569	4	24	4	4	0.464112238008403	4.58905582084689	-2.46324124010479
"cell_302"	1	27510	3054	4	5	13	13	1.69490350776626	-2.95590138543633	-0.4915688774105
"cell_303"	1	14919	2321	4	19	26	26	0.925393918518991	3.0360664432401	-0.0883919408979378
"cell_304"	1	20583	2746	4	21	28	28	1.21553053105689	0.590750529290821	-2.3373970962992
"cell_305"	1	17714	2514	4	17	24	24	1.05162797272763	-0.338469946144212	-0.24479528814085
"cell_306"	1	12527	2105	4	13	3	3	0.724625530166981	1.79758590811917	1.07714926332212
"cell_307"	1	12686	2158	4	4	12	12	0.763877953766901	-1.74547394748784	3.07756949889707
"cell_308"	1	15833	2398	4	24	4	4	0.968856317163522	0.345102635900263	0.296420457942058
"cell_309"	1	15433	2436	4	5	13	13	0.955631846860157	1.40126530393535	-0.450709265978903
"cell_310"	1	15060	2414	4	32	10	10	0.931836294187598	1.95616274612929	-0.178523180356364
"cell_311"	1	5732	1301	4	27	5	5	0.334731693880882	-2.34379737133557	3.63206005576322
"cell_312"	1	20625	2743	4	16	23	23	1.24777747880061	-1.00426376807218	-0.909856640038004
"cell_313"	1	9547	1858	4	23	30	30	0.595717911035672	-1.54987203232416	2.40497669190626
"cell_314"	1	24296	2917	4	17	24	24	1.44180392793909	-0.530736723013882	1.32842522318671
"cell_315"	1	13041	2202	4	19	26	26	0.857431107855246	-1.95102618904174	0.252123587958696
"cell_316"	1	11655	2079	4	16	23	23	0.711345931452518	4.38632671613309	-1.33678208585889
"cell_317"	1	17850	2582	4	2	2	2	1.0424110415872	-1.41688924417256	-0.442867487284447
"cell_318"	1	17888	2562	4	2	2	2	1.05802764470493	2.21935644533987	-1.20798914171505
"cell_319"	1	15131	2314	4	27	5	5	0.862307295806907	0.956530524249455	-3.10360841762244
"cell_320"	1	24498	3022	4	31	9	9	1.49534970707466	-1.82661008546993	-0.62430374067502
"cell_321"	1	12730	2205	4	32	10	10	0.813340439275241	0.339186786473965	1.26813842634067
"cell_322"	1	17339	2606	4	29	7	7	1.08392068283546	2.27754531101725	-4.1265659276937
"cell_323"	1	14691	2386	4	32	10	10	0.938833959526477	0.653090472489984	-0.467367442091814
"cell_324"	1	9193	1815	4	24	4	4	0.544518624677725	-1.72336281186306	-4.71878367775134
"cell_325"	1	10934	1994	4	21	28	28	0.711611182509524	3.02382189052985	-3.95476400697854
"cell_326"	1	21222	2788	4	5	13	13	1.35382181174624	1.36696319697744	0.670648223466101
"cell_327"	1	10482	1963	4	3	11	11	0.652725076021619	-5.31392376648036	0.665758451036707
"cell_328"	1	22967	2864	4	16	23	23	1.34099994268551	0.957104853711207	-1.19786484055815
"cell_329"	1	19366	2718	4	32	10	10	1.20956655574947	0.0775688454405362	-1.08249786886512
"cell_330"	1	8133	1711	4	24	4	4	0.519335921660343	0.281015923577595	0.263225104426104
"cell_331"	1	24558	2929	4	13	3	3	1.52875714994357	3.77359718764875	2.4168359116959
"cell_332"	1	16707	2467	4	6	14	14	1.01447323544306	-0.289648432412207	0.260951803857776
"cell_333"	1	14771	2385	4	29	7	7	0.916168606941078	-2.09229967556824	0.728416780962092
"cell_334"	1	13189	2280	4	1	1	1	0.851686562063378	1.23278223574204	-3.28880813637608
"cell_335"	1	18389	2649	4	7	15	15	1.11899068426472	-2.38157790068618	-2.06654440852649
"cell_336"	1	13465	2265	4	12	20	20	0.814450734749955	-0.405255246806622	0.0214221466307459
"cell_337"	1	27290	3051	4	24	4	4	1.65393880153027	-0.799258407908424	2.01473347826896
"cell_338"	1	12102	2084	4	11	19	19	0.712817974343793	-4.54951199991786	1.06048608172479
"cell_339"	1	17600	2500	4	6	14	14	1.06690555325986	0.584082306237588	-1.16425508836088
"cell_340"	1	32274	3242	4	32	10	10	2.03386642393475	-1.36915452927626	0.0669750598542797
"cell_341"	1	24469	2970	4	2	2	2	1.53630239222439	0.833181159448332	0.224997760508249
"cell_342"	1	19039	2648	4	8	16	16	1.16534347522714	0.607460993872857	-1.1719043705329
"cell_343"	1	17532	2584	4	28	6	6	1.10137931818424	-0.188802785821823	2.40497886173945
"cell_344"	1	19949	2728	4	10	18	18	1.27324462987138	-0.447415566029117	1.99674331719672
"cell_345"	1	3897	1002	4	14	21	21	0.239788591616777	0.592871398706982	4.39720427870921
"cell_346"	1	11945	2136	4	7	15	15	0.748942313597472	-3.25805308399619	-2.42187832110517
"cell_347"	1	14334	2376	4	5	13	13	0.912371299049614	1.32405175199126	-2.249358247822
"cell_348"	1	23763	2908	4	24	4	4	1.39877526247508	-1.48315270997027	-2.11920609559172
"cell_349"	1	19218	2709	4	31	9	9	1.22660033577123	-2.92525758874614	2.79734808011695
"cell_350"	1	21559	2755	4	24	4	4	1.30786378887782	-2.00641891853438	0.127596130951462
"cell_351"	1	15592	2417	4	3	11	11	0.930328402118829	-1.91482575826479	1.60861374058382
"cell_352"	1	15149	2369	4	2	2	2	0.937178234689061	2.38232738451753	-1.89728144622178
"cell_353"	1	21441	2821	4	27	5	5	1.32800169519218	0.317557611352023	1.14327414333115
"cell_354"	1	11253	2037	4	3	11	11	0.682023335973995	-0.303646959902379	-5.09993090470811
"cell_355"	1	25795	2952	4	2	2	2	1.47479949756944	1.16432646398365	0.168516084565418
"cell_356"	1	14299	2297	4	10	18	18	0.868304055602539	0.494206585954416	1.07879436044665
"cell_357"	1	11882	2089	4	28	6	6	0.749643883026718	-2.29752821500216	0.269255751671626
"cell_358"	1	26211	2928	4	32	10	10	1.53219378611161	1.11588932712569	-0.489485372921178
"cell_359"	1	15446	2589	4	28	6	6	1.07742705329221	3.04463962721999	0.689586075412904
"cell_360"	1	26687	3043	4	11	19	19	1.62865091041026	-0.969887483394997	-0.120004174071788
"cell_361"	1	10978	1966	4	16	23	23	0.718570366376022	-4.67810784412939	-1.43340199512137
"cell_362"	1	27334	3069	4	9	17	17	1.70230497242133	-1.40290502874805	0.655555159587901
"cell_363"	1	12921	2218	4	16	23	23	0.827133329729856	-1.55423108494745	-1.38600942465221
"cell_364"	1	12687	2201	4	6	14	14	0.79671189630168	-1.78325324071994	-2.73034618607688
"cell_365"	1	13470	2274	4	9	17	17	0.851059706373551	-2.35897388134288	-1.54312260296722
"cell_366"	1	20035	2722	4	1	1	1	1.21228369815764	0.579989910625395	-2.5539291602114
"cell_367"	1	19388	2775	4	27	5	5	1.28688032456235	0.0364806332980143	0.2731659566673
"cell_368"	1	12578	2199	4	19	26	26	0.762541745440203	1.62846202895682	-0.567666105492582
"cell_369"	1	28482	3158	4	6	14	14	1.79585273349093	-0.555418145941304	-1.39480329094757
"cell_370"	1	13637	2189	4	12	20	20	0.816009280467231	1.87243437169385	-0.101819063125489
"cell_371"	1	17155	2524	4	24	4	4	1.07076306513328	1.18257897337971	0.650131087519978
"cell_372"	1	16888	2492	4	30	8	8	1.04879847125467	-3.91240180501844	0.129633781766918
"cell_373"	1	23252	2809	4	20	27	27	1.43052049753343	-0.782102805741497	-0.974006668944166
"cell_374"	1	3506	886	4	30	8	8	0.204534548446061	4.05997802778134	-0.72754934119955
"cell_375"	1	21387	2844	4	32	10	10	1.28716175908426	-1.03498668015716	0.627388116969501
"cell_376"	1	11965	2102	4	7	15	15	0.735419535788636	-4.46340341115077	-1.37353980241187
"cell_377"	1	18695	2618	4	6	14	14	1.1240513646369	0.57098653202547	1.04973619847269
"cell_378"	1	9946	1878	4	30	8	8	0.645889758044824	-4.09218555678564	0.0191299858766911
"cell_379"	1	4616	1093	4	12	20	20	0.270366072867586	-3.40303689984736	3.91365838475403
"cell_380"	1	5567	1321	4	30	8	8	0.341459268189238	5.13588813053356	-0.356270762766395
"cell_381"	1	13522	2306	4	27	5	5	0.850246222220831	-2.07439055335534	-2.37918382729294
"cell_382"	1	19691	2713	4	2	2	2	1.21380220451665	1.2838443596141	-0.249983433223548
"cell_383"	1	15734	2525	4	25	31	31	1.08897338381521	0.00425110323328263	6.28734882525728
"cell_384"	1	20198	2751	4	5	13	13	1.28053444331152	-2.79745468545834	0.790870234558603
"cell_385"	1	12771	2205	4	29	7	7	0.794579215685886	0.132203270514563	2.08763257290675
"cell_386"	1	21269	2800	4	28	6	6	1.31469906279866	-1.3897103803599	-1.39997785974184
"cell_387"	1	17948	2611	4	26	32	32	1.11072217525969	-0.469595864851674	-0.386399524645044
"cell_388"	1	18063	2718	4	11	19	19	1.24493041717244	-1.82222729817175	-4.78639010752151
"cell_389"	1	11875	2154	4	30	8	8	0.723479417970092	1.30320191481001	0.914920818270729
"cell_390"	1	12576	2158	4	7	15	15	0.775525617102814	-1.45212870750772	-1.38700208321214
"cell_391"	1	30655	3182	4	24	4	4	1.921405330437	1.07436057237023	0.360516659113754
"cell_392"	1	12128	2080	4	27	5	5	0.730798123654653	-1.51013871207828	2.70647614270721
"cell_393"	1	15255	2388	4	15	22	22	0.926602043893619	-2.47149188548397	1.73297764091952
"cell_394"	1	14849	2408	4	6	14	14	0.938896800311368	0.567318142986118	-0.860463161949254
"cell_395"	1	9962	1918	4	24	4	4	0.603392360089719	-0.820527499288455	2.00916993121233
"cell_396"	1	10067	1908	4	13	3	3	0.617396210807564	0.211857263625528	-0.268879727193608
"cell_397"	1	13095	2295	4	1	1	1	0.845461752586794	2.32682547607608	1.45627859711872
"cell_398"	1	24013	2926	4	10	18	18	1.41677477234516	-0.563421822603041	0.295934064924802
"cell_399"	1	8481	1779	4	12	20	20	0.527410481752686	4.97469588342085	-0.471587250991496
"cell_400"	1	11615	2036	4	11	19	19	0.669358916464237	-4.60701357689298	0.916558122829921
"cell_401"	1	33395	3207	4	11	19	19	2.06131385240868	-0.880868788629743	0.474315742164491
"cell_402"	1	15460	2390	4	29	7	7	0.959044405697433	-0.812016245156015	2.81330817928682
"cell_403"	1	9886	1908	4	2	2	2	0.577930151729322	-1.79973378166207	-0.456532408761943
"cell_404"	1	18935	2595	4	13	3	3	1.12978531845271	2.38058102378575	0.216755270037475
"cell_405"	1	21774	2782	4	24	4	4	1.28941513993293	0.221931174536889	0.0870932089744615
"cell_406"	1	12541	2110	4	17	24	24	0.692861530484	0.514330491938241	-0.164098348608428
"cell_407"	1	12168	2159	5	28	6	6	0.799180558420259	-3.6020299618039	-1.34003561226866
"cell_408"	1	13363	2181	5	4	12	12	0.783629731192617	4.06313915529141	2.35785479429498
"cell_409"	1	19231	2725	5	13	3	3	1.20099727137162	1.88541643220146	1.73283515486743
"cell_410"	1	15968	2442	5	30	8	8	1.05996209102394	-3.22509994940398	0.383247359494406
"cell_411"	1	18333	2538	5	4	12	12	0.987947208902309	-0.777555393789399	3.76270354753109
"cell_412"	1	25269	3030	5	16	23	23	1.58042572252468	-1.21740634199853	-0.575064178057863
"cell_413"	1	9781	1847	5	22	29	29	0.627690838706669	0.277234241299691	-2.60608491618895
"cell_414"	1	16971	2548	5	22	29	29	1.05752093012929	0.706878915368136	-2.95927968216802
"cell_415"	1	14561	2262	5	7	15	15	0.842566897647063	-4.434851374814	-1.42041381948903
"cell_416"	1	28142	3034	5	12	20	20	1.64598504956732	-0.846083512624593	0.34234371515686
"cell_417"	1	16882	2545	5	19	26	26	1.02631325795614	-1.94147794205648	-0.452445568149324
"cell_418"	1	22516	2870	5	7	15	15	1.30417954725236	-2.18328768580997	-1.18133285000158
"cell_419"	1	19894	2659	5	16	23	23	1.20856847691371	-0.213840607635594	-0.402529003944584
"cell_420"	1	30927	3186	5	8	16	16	1.8494395713416	2.29654815842862	-1.33058079781937
"cell_421"	1	16231	2463	5	11	19	19	0.963469278448661	0.177572101455087	-0.895311772455807
"cell_422"	1	16360	2480	5	5	13	13	1.07026694624037	-0.674320118941923	0.404784330798664
"cell_423"	1	17552	2498	5	7	15	15	1.03377355708395	3.07604731944673	-2.12831356185846
"cell_424"	1	10299	1900	5	11	19	19	0.635297327881703	3.35065182144042	3.66009440436453
"cell_425"	1	2875	796	5	24	4	4	0.176493656287025	-0.492970137781545	3.96520088426627
"cell_426"	1	10229	1904	5	29	7	7	0.629317665141833	0.55607415970593	2.20879896973521
"cell_427"	1	22274	2834	5	2	2	2	1.34793851070635	1.84991620153827	-0.756791365922582
"cell_428"	1	7509	1591	5	1	1	1	0.446460913224045	-5.43657863670888	-0.294177336301582
"cell_429"	1	11036	2050	5	5	13	13	0.756122151803895	-2.42252296418672	-1.84097016050546
"cell_430"	1	28749	3146	5	5	13	13	1.70125833860391	-0.646658151297416	-1.28324652824379
"cell_431"	1	12241	2179	5	10	18	18	0.769272002426831	1.20027515868543	-2.6469049301874
"cell_432"	1	18580	2670	5	9	17	17	1.16776892112861	-3.68863720513187	-0.525914215658486
"cell_433"	1	25569	3037	5	21	28	28	1.58902321956439	-0.53683090180237	-0.209099880500751
"cell_434"	1	24627	2965	5	6	14	14	1.49610956355148	0.0710829064391204	-0.314643153828923
"cell_435"	1	23439	2820	5	30	8	8	1.41891843566796	3.80742190972022	2.07970090028277
"cell_436"	1	17833	2622	5	24	4	4	1.11672143010486	0.446841300938633	2.89471621039948
"cell_437"	1	6445	1373	5	8	16	16	0.393338893426359	4.05297184827073	0.0918959911742775
"cell_438"	1	19413	2681	5	24	4	4	1.21985878655263	-1.88476307236753	-0.937329974844056
"cell_439"	1	10565	1952	5	5	13	13	0.648399365760874	1.75274587797459	2.44555014891977
"cell_440"	1	12642	2115	5	9	17	17	0.72460038671169	0.496503545912856	-2.61500298950013
"cell_441"	1	25718	3022	5	27	5	5	1.55702554156432	-1.34829526639028	1.49274897327128
"cell_442"	1	21019	2729	5	15	22	22	1.3302774297657	0.932624140015962	-0.295060816320342
"cell_443"	1	13102	2281	5	2	2	2	0.819965647693583	3.20335016750326	-2.02357346225771
"cell_444"	1	13809	2247	5	2	2	2	0.84038401354424	3.01601483943839	-2.02479838972849
"cell_445"	1	22059	2784	5	27	5	5	1.34346269466338	-2.9922246091375	-0.672054345206939
"cell_446"	1	13435	2234	5	23	30	30	0.854147509890799	-1.46639139029781	2.15745020054863
"cell_447"	1	15123	2325	5	10	18	18	0.901198883645079	-3.57659360419684	1.22085947478643
"cell_448"	1	23800	2978	5	15	22	22	1.54606676380606	-0.912366353350359	-2.02152269991635
"cell_449"	1	25765	2914	5	13	3	3	1.53349240731157	0.248926938276683	0.560465343355788
"cell_450"	1	12467	2169	5	10	18	18	0.765743319533245	0.478067687166304	0.694525826201183
"cell_451"	1	16570	2488	5	29	7	7	1.02099003811267	1.67589507439086	4.20969852972484
"cell_452"	1	13464	2220	5	32	10	10	0.856362015735175	0.104273877268508	4.26687825693603
"cell_453"	1	18343	2565	5	12	20	20	1.058833944462	-1.21470125255065	0.98955448902333
"cell_454"	1	12118	2264	5	15	22	22	0.858154289221224	-1.79107918477314	-4.91879273468911
"cell_455"	1	23156	2837	5	28	6	6	1.39110388768691	-1.53708374857017	-2.39545560308222
"cell_456"	1	12715	2177	5	13	3	3	0.78290770089867	2.31714037974886	0.602275876898389
"cell_457"	1	12648	2171	5	28	6	6	0.761604001496131	0.47805121261268	2.15143833567957
"cell_458"	1	19567	2711	5	7	15	15	1.1743073025177	-1.44414442683865	0.437918297327278
"cell_459"	1	9669	1876	5	13	3	3	0.595322682843278	-4.71627143889157	-1.49597803902039
"cell_460"	1	10569	1877	5	14	21	21	0.595927165871701	1.22187387213399	-1.61469568182639
"cell_461"	1	15534	2395	5	24	4	4	0.975777774779993	0.772591030041895	0.194308460162549
"cell_462"	1	15246	2412	5	24	4	4	0.888610418535507	-1.60092505405496	-3.69617675500237
"cell_463"	1	5367	1261	5	13	3	3	0.364651671344637	3.32509547598928	3.23161345993793
"cell_464"	1	6753	1452	5	14	21	21	0.414521499055499	3.08841794974363	-2.39350985670089
"cell_465"	1	8307	1603	5	15	22	22	0.498016979323232	4.19107573218014	-0.687896652575325
"cell_466"	1	4113	1076	5	32	10	10	0.25070558924342	-4.49398839025724	0.0479022425880474
"cell_467"	1	14721	2406	5	11	19	19	0.914157314751592	1.16573149357339	-5.16006257597512
"cell_468"	1	19877	2728	5	10	18	18	1.21818018982379	0.388508211365961	1.31572829341368
"cell_469"	1	4744	1135	5	22	29	29	0.290605730422797	4.0955516850215	2.60424196672591
"cell_470"	1	12572	2141	5	29	7	7	0.783879031598464	1.11368487433344	1.63075536090922
"cell_471"	1	12455	2125	5	27	5	5	0.822163622776631	2.67493237198421	-1.31351800437146
"cell_472"	1	12387	2188	5	9	17	17	0.766478179656401	-3.22059979692943	0.261860840302191
"cell_473"	1	3782	1002	5	2	2	2	0.238450289755963	-5.42238626429929	-0.205747722020846
"cell_474"	1	17234	2543	5	15	22	22	1.068421884943	-1.98630635622025	-2.35078145119012
"cell_475"	1	9984	1917	5	30	8	8	0.629172408867012	3.31185822692879	1.87538263488464
"cell_476"	1	6175	1366	5	4	12	12	0.372687859419342	1.11288698075833	0.9180453330613
"cell_477"	1	20544	2745	5	3	11	11	1.26254495565606	-1.81043689031977	0.901298908410015
"cell_478"	1	20156	2685	5	14	21	21	1.24872810503275	1.17612455068692	-0.834748054456385
"cell_479"	1	23040	2861	5	31	9	9	1.39473007162968	-1.01527940278102	-0.222815554887022
"cell_480"	1	13620	2292	5	1	1	1	0.824608998543629	3.38771062537448	0.630010566062565
"cell_481"	1	14979	2341	5	14	21	21	0.887750581614042	1.03677417137344	-0.345500522427448
"cell_482"	1	24378	2956	5	5	13	13	1.52101541203405	0.451163646990352	-0.266825729567949
"cell_483"	1	6678	1468	5	27	5	5	0.420713590685638	-2.22355296193488	3.80157608846201
"cell_484"	1	26300	3011	5	27	5	5	1.59508306195278	0.0767932426149196	-1.48956760413493
"cell_485"	1	11302	2021	5	20	27	27	0.706219037251149	2.64158086621403	4.14509360350076
"cell_486"	1	21714	2852	5	28	6	6	1.39583396502409	-0.481000761961588	-1.35870456702317
"cell_487"	1	32184	3259	5	5	13	13	1.90026312437393	-2.43384528480907	-0.16215163013967
"cell_488"	1	16973	2516	5	6	14	14	1.01446585312753	-0.280301736976845	0.491450758230555
"cell_489"	1	14304	2273	5	6	14	14	0.861763532745542	0.555476620760126	-0.653587240224627
"cell_490"	1	24498	2931	5	2	2	2	1.52325825535051	2.60209076935022	-0.593761934288193
"cell_491"	1	19739	2672	5	27	5	5	1.28648448626278	2.28581394597132	-2.3344280507495
"cell_492"	1	25711	2938	5	5	13	13	1.59124460169794	1.06408330363984	-0.39897962613444
"cell_493"	1	19355	2648	5	10	18	18	1.16621853725906	1.84085217013501	2.12915481317084
"cell_494"	1	23885	2935	5	13	3	3	1.48838161592113	1.12846943349309	1.87537348609455
"cell_495"	1	12080	2174	5	32	10	10	0.763132963833823	0.923818670494818	4.47156049047897
"cell_496"	1	26719	3026	5	32	10	10	1.6057505885086	-0.780068121321857	-0.431253235734856
"cell_497"	1	21709	2809	5	2	2	2	1.30634402356958	1.17758760456712	1.46107081772451
"cell_498"	1	13710	2225	5	28	6	6	0.846311379948546	3.50973618049978	-1.69220274780485
"cell_499"	1	10642	2041	5	17	24	24	0.690133204469861	1.32941503897668	-1.80871443570488
"cell_500"	1	24565	2979	5	28	6	6	1.51405981912191	1.44624254625129	-0.521355767753147
"cell_501"	1	13075	2208	5	32	10	10	0.81843680515143	-0.0119068507158497	-0.188744274230267
"cell_502"	1	12747	2134	5	13	3	3	0.809154510283798	1.32975668208623	-0.431937085582137
"cell_503"	1	23220	2898	5	6	14	14	1.40259560760895	-0.576758342324657	-1.20961889292234
"cell_504"	1	17619	2591	5	5	13	13	1.11094483612675	0.660413771325883	-0.695748546252736
"cell_505"	1	19894	2735	5	2	2	2	1.19986785106059	0.792743029871914	1.07876887868832
"cell_506"	1	8794	1808	5	13	3	3	0.555841675716425	2.14887292805226	0.9950172637303
"cell_507"	1	9887	1905	5	2	2	2	0.653620538735032	2.30487183923824	3.06665597090714
"cell_508"	1	18334	2634	5	29	7	7	1.17087035197479	0.204337526699713	1.04143146057067
"cell_509"	1	10542	1990	5	4	12	12	0.661772453297778	3.80071823754523	2.435834485671
"cell_510"	1	14184	2364	5	13	3	3	0.82970237582088	3.71764870119052	-0.161296997614713
"cell_511"	1	13836	2286	5	28	6	6	0.826710366583567	2.11976865801921	-1.69994012930576
"cell_512"	1	10358	1867	5	6	14	14	0.613226256121	0.566215934489901	-1.45335440894966
"cell_513"	1	30467	3193	5	12	20	20	1.96352185559368	-0.986301585760093	0.602347322571679
"cell_514"	1	10440	1963	5	24	4	4	0.673220356629967	-1.74957747490293	0.27737721208318
"cell_515"	1	26113	2992	5	30	8	8	1.60504797049784	-3.2826721717472	0.625614634393828
"cell_516"	1	13743	2240	5	6	14	14	0.831521488842808	0.185671366973036	-2.13407202062386
"cell_517"	1	25461	2952	5	4	12	12	1.56792808234727	2.07767862399136	2.66319235349624
"cell_518"	1	20238	2685	5	16	23	23	1.18398149347943	1.13156549928896	-1.0819171932773
"cell_519"	1	22150	2869	5	22	29	29	1.37114810473861	0.206601086819319	-0.34032268240158
"cell_520"	1	17137	2531	5	28	6	6	1.04035458439063	1.46908761708389	-0.872387025941962
"cell_521"	1	16738	2494	5	4	12	12	1.01166557220249	0.0445545465122018	-0.729446291500815
"cell_522"	1	16084	2394	5	13	3	3	0.973605339677123	0.922480264738794	-1.41786372892795
"cell_523"	1	18269	2608	5	10	18	18	1.15181352298338	-0.955945716741847	1.18515922021289
"cell_524"	1	19558	2697	5	31	9	9	1.16009621084586	-1.05465721611094	0.5606635431384
"cell_525"	1	19727	2712	5	24	4	4	1.18121896069484	1.86439170394785	-0.610504300829605
"cell_526"	1	13454	2301	6	1	1	1	0.843380240933404	1.45852516761837	1.56277420667768
"cell_527"	1	17210	2579	6	13	3	3	1.03913172954531	-0.0161012904051164	0.874848541070193
"cell_528"	1	19143	2690	6	2	2	2	1.18095274400239	2.65802245209076	-2.92700622134223
"cell_529"	1	18431	2648	6	30	8	8	1.20836700239561	2.65466261209367	1.44219711202243
"cell_530"	1	35600	3315	6	3	11	11	2.23521124250738	-0.81542314813908	-1.66617070748439
"cell_531"	1	3324	899	6	30	8	8	0.214304019940695	-4.60506405050509	-0.349907890297886
"cell_532"	1	20812	2809	6	9	17	17	1.32418434345645	-1.84486921556184	-2.16869278442613
"cell_533"	1	23078	2879	6	27	5	5	1.40405613954477	0.143085493202298	-1.13258828387254
"cell_534"	1	1965	595	6	24	4	4	0.121948894783986	-4.94259432266186	-2.49586883646671
"cell_535"	1	13258	2187	6	9	17	17	0.781646231087748	-2.69277288396666	-2.25565981293046
"cell_536"	1	8645	1759	6	6	14	14	0.508239823204859	-2.59492438457675	-0.15017270491064
"cell_537"	1	13811	2354	6	2	2	2	0.847115578867299	0.114661568804642	-1.65259816437746
"cell_538"	1	11487	2052	6	1	1	1	0.680408283804112	-1.66694953715339	-2.99325230297875
"cell_539"	1	15253	2390	6	13	3	3	0.982141628226741	1.94662747499893	1.00767861688883
"cell_540"	1	16124	2531	6	31	9	9	1.01554920318156	-1.19887683030858	-0.0395231887323837
"cell_541"	1	21828	2879	6	8	16	16	1.35968812754175	-0.503580764861435	2.90062117551951
"cell_542"	1	14829	2384	6	13	3	3	0.940011300153337	2.17259919805708	0.473843234509885
"cell_543"	1	18358	2569	6	21	28	28	1.170542184792	-1.50898008063357	-0.725207902488292
"cell_544"	1	14017	2289	6	31	9	9	0.916615262073728	-1.10935041073579	0.194158557253253
"cell_545"	1	16513	2524	6	13	3	3	1.0748442367636	2.05408143631183	0.765913850629601
"cell_546"	1	19861	2744	6	24	4	4	1.23848171589177	1.3772798696522	3.67589034601684
"cell_547"	1	10516	1923	6	12	20	20	0.679266330831816	-1.21874332415795	4.53450709708414
"cell_548"	1	14698	2314	6	23	30	30	0.873179864458594	-0.610553200762579	-0.369766883181993
"cell_549"	1	9179	1850	6	11	19	19	0.590219833203902	3.64121662860795	-2.24839938275645
"cell_550"	1	13837	2307	6	8	16	16	0.883915208555839	-0.513846692078706	-2.18554848837173
"cell_551"	1	18631	2654	6	1	1	1	1.15816195025123	-2.12609967468286	1.81819179187083
"cell_552"	1	17907	2634	6	24	4	4	1.16402069025147	-0.305095407559679	0.473825286914605
"cell_553"	1	6292	1342	6	14	21	21	0.38620518825493	0.973117145738274	-2.49565476440485
"cell_554"	1	18500	2573	6	10	18	18	1.10638257809233	0.143037129220191	-1.6353470697316
"cell_555"	1	25244	2992	6	8	16	16	1.49537715000662	-0.0474977602406179	-1.38188795441294
"cell_556"	1	17404	2518	6	5	13	13	1.0698074182193	-0.637796126509956	-1.36797945627495
"cell_557"	1	19684	2755	6	13	3	3	1.17715248635695	1.93908119432294	0.463420558773435
"cell_558"	1	23451	2874	6	12	20	20	1.37990959140587	2.3110771350429	-2.6799180490179
"cell_559"	1	13441	2277	6	10	18	18	0.807733314319949	0.238552709342143	1.31466985076619
"cell_560"	1	26133	3084	6	28	6	6	1.58013331859873	3.04001304479303	-0.744265535652841
"cell_561"	1	8582	1780	6	30	8	8	0.561858616666287	-3.79456712369443	0.661874095765698
"cell_562"	1	4505	1193	6	23	30	30	0.292826221887644	-3.90525137268024	2.96158717408659
"cell_563"	1	8688	1800	6	11	19	19	0.543368367883194	4.8765628669113	-1.87972351592998
"cell_564"	1	13050	2258	6	29	7	7	0.847164585615826	0.888438098071867	4.56964951899873
"cell_565"	1	17879	2626	6	9	17	17	1.09309607758229	-1.22637971637884	1.20155617656575
"cell_566"	1	9779	1929	6	4	12	12	0.61611322097613	-0.945901513075887	3.24540034415393
"cell_567"	1	12795	2253	6	16	23	23	0.830531937502751	2.0483988773654	3.17188578977258
